Id,Label,Node_value,Node_cluster,Node_cluster_len,Node_lineage,Node_lineage_raw,Node_lineage2
2864612,2864612-XBB.1,100,409,2476,XBB.1,XBB.1,XBB
2866657,2866657-BR.2,100,839,1225,BR.2,BR.2,BR.2
2867574,2867574-BA.5.2,100,438,2673,BA.5.2,BA.5.2,BA.5
2871136,2871136-BQ.1.13,100,664,1427,BQ.1.13,BQ.1.13,BA.5
2871171,2871171-BR.2.1,100,839,1225,BR.2.1,BR.2.1,BR.2.1
2871229,2871229-BE.1.1,100,785,1279,BE.1.1,BE.1.1,BA.5
2873538,2873538-BQ.1.1,1000,815,1250,BQ.1.1,BQ.1.1,BA.5
2874044,2874044-BQ.1.13,100,664,1427,BQ.1.13,BQ.1.13,BA.5
2874231,2874231-BQ.1.13.1,100,664,1427,BQ.1.13.1,BQ.1.13.1,BA.5
2874367,2874367-BR.2.1,100,839,1225,BR.2.1,BR.2.1,BR.2.1
2874387,2874387-XBB.2,100,727,1337,XBB.2,XBB.2,XBB
2876854,2876854-CH.1.1,100,627,1477,CH.1.1,CH.1.1,CH
2880699,2880699-BQ.1.1.41,1000,280,2142,BQ.1.1.41,BQ.1.1.41,BA.5
2883160,2883160-XBB.1.9,100,154,5411,XBB.1.9,XBB.1.9,XBB
2885530,2885530-XBF,1000,304,2058,XBF,XBF,XBF
2886902,2886902-BA.2,100,286,5105,BA.2,BA.2,BA.2
2890707,2890707-BR.2.1,1000,839,1225,BR.2.1,BR.2.1,BR.2.1
2896128,2896128-EF.1.1,1000,801,1264,EF.1.1,EF.1.1,BA.5
2897476,2897476-XBB.1.5,1000,708,1367,XBB.1.5,XBB.1.5,XBB
2898557,2898557-CH.1.1.1,100,627,1477,CH.1.1.1,CH.1.1.1,CH
2900441,2900441-BQ.1.1.32,1000,879,1172,BQ.1.1.32,BQ.1.1.32,BA.5
2901482,2901482-BQ.1.13.1,1000,664,1427,BQ.1.13.1,BQ.1.13.1,BA.5
2902709,2902709-BF.7.15,1000,387,1835,BF.7.15,BF.7.15,BA.5
2905580,2905580-XBB.1.5,1000,732,1331,XBB.1.5,XBB.1.5,XBB
